TransactionID,ProductID,Date,QuantitySold,SalePrice,SupplierID,DiscountApplied,CustomerType,DeliveryDays
T03737,P0208,2024-10-25 23:18:55.633751,9,55.14,S046,0.1,E-commerce,9
T03738,P0940,2023-11-25 23:18:55.633751,13,310.4,S005,0.05,E-commerce,2
T03739,P0726,2024-03-24 23:18:55.633751,14,428.54,S009,0.04,Retail,4
T03740,P0210,2023-10-28 23:18:55.633751,18,304.7,S038,0.12,Retail,8
T03741,P0402,2024-06-14 23:18:55.633751,8,102.97,S019,0.27,Retail,4
T03742,P0144,2023-11-08 23:18:55.633751,19,382.61,S022,0.05,E-commerce,8
T03743,P0906,2024-02-26 23:18:55.633751,4,21.55,S024,0.25,Retail,6
T03744,P0166,2023-11-21 23:18:55.633751,2,141.7,S013,0.05,Retail,4
T03745,P0132,2024-05-09 23:18:55.633751,5,308.81,S015,0.06,E-commerce,2
T03746,P0851,2024-04-16 23:18:55.633751,19,249.99,S037,0.21,Wholesale,1
T03747,P0373,2023-12-10 23:18:55.633751,9,317.29,S038,0.02,Retail,6
T03748,P0194,2023-12-04 23:18:55.633751,4,43.85,S045,0.2,Wholesale,2
T03749,P0195,2024-07-10 23:18:55.633751,2,263.08,S049,0.16,E-commerce,4
T03750,P0476,2024-06-17 23:18:55.633751,16,24.1,S011,0.27,E-commerce,4
T03751,P0020,2023-11-09 23:18:55.633751,5,161.03,S002,0.1,E-commerce,8
T03752,P0339,2024-02-14 23:18:55.633751,13,394.99,S026,0.05,Retail,4
T03753,P0948,2024-05-29 23:18:55.633751,5,317.3,S021,0.27,Wholesale,7
T03754,P0641,2024-03-04 23:18:55.633751,2,387.2,S021,0.17,Retail,4
T03755,P0086,2024-03-31 23:18:55.633751,5,458.95,S002,0.09,Wholesale,9
T03756,P0016,2024-09-20 23:18:55.633751,12,176.26,S041,0.09,E-commerce,6
T03757,P0780,2024-06-24 23:18:55.633751,5,115.94,S037,0.28,Retail,8
T03758,P0313,2024-01-13 23:18:55.633751,3,282.52,S041,0.18,Retail,1
T03759,P0139,2024-06-17 23:18:55.633751,19,498.12,S036,0.1,Wholesale,6
T03760,P0318,2024-07-30 23:18:55.633751,4,423.41,S027,0.3,Retail,9
T03761,P0802,2024-04-21 23:18:55.633751,11,245.93,S013,0.09,E-commerce,1
T03762,P0500,2024-03-05 23:18:55.633751,12,124.8,S045,0.21,E-commerce,5
T03763,P0212,2024-01-12 23:18:55.633751,6,277.06,S005,0.11,Retail,2
T03764,P0537,2024-07-13 23:18:55.633751,10,30.31,S004,0.01,E-commerce,5
T03765,P0803,2024-03-21 23:18:55.633751,16,359.59,S003,0.2,E-commerce,9
T03766,P0508,2024-03-19 23:18:55.633751,17,400.31,S029,0.26,Wholesale,1
T03767,P0401,2024-02-18 23:18:55.633751,2,60.64,S036,0.13,Wholesale,8
T03768,P0338,2023-11-10 23:18:55.633751,13,77.73,S035,0.15,E-commerce,7
T03769,P0168,2024-09-13 23:18:55.633751,4,205.39,S049,0.06,E-commerce,1
T03770,P0207,2024-05-11 23:18:55.633751,14,197.88,S037,0.07,Retail,7
T03771,P0872,2024-10-08 23:18:55.633751,7,383.23,S046,0.08,Retail,3
T03772,P0102,2024-02-25 23:18:55.633751,10,57.7,S004,0.15,E-commerce,1
T03773,P0042,2024-03-01 23:18:55.633751,4,19.24,S013,0.01,Retail,9
T03774,P0284,2024-02-11 23:18:55.633751,11,488.94,S013,0.2,E-commerce,1
T03775,P0513,2024-01-08 23:18:55.633751,15,141.68,S045,0.05,Retail,7
T03776,P0783,2024-01-10 23:18:55.633751,17,59.71,S045,0.16,Retail,7
T03777,P0410,2024-03-13 23:18:55.633751,5,353.55,S008,0.22,E-commerce,2
T03778,P0231,2024-10-19 23:18:55.633751,19,139.79,S028,0.25,Retail,6
T03779,P0487,2024-02-01 23:18:55.633751,12,37.56,S026,0.3,Wholesale,5
T03780,P0831,2024-02-19 23:18:55.633751,16,397.77,S037,0.21,Wholesale,3
T03781,P0913,2024-07-24 23:18:55.633751,14,468.35,S014,0.07,Retail,2
T03782,P0677,2024-09-01 23:18:55.633751,7,297.16,S039,0.02,Retail,4
T03783,P0363,2024-09-28 23:18:55.633751,6,445.73,S011,0.26,E-commerce,2
T03784,P0529,2024-07-14 23:18:55.633751,15,91.6,S045,0.24,Wholesale,9
T03785,P0239,2024-03-07 23:18:55.633751,14,371.17,S030,0.3,Retail,3
T03786,P0991,2023-12-13 23:18:55.633751,12,341.65,S012,0.15,Retail,6
T03787,P0900,2024-05-16 23:18:55.633751,5,84.38,S040,0.03,Wholesale,3
T03788,P0725,2024-08-15 23:18:55.633751,19,239.31,S023,0.09,E-commerce,7
T03789,P0659,2024-09-12 23:18:55.633751,1,182.19,S031,0.0,E-commerce,3
T03790,P0383,2024-05-04 23:18:55.633751,16,227.39,S005,0.06,E-commerce,5
T03791,P0111,2024-05-14 23:18:55.633751,1,89.44,S020,0.21,E-commerce,7
T03792,P0187,2024-05-24 23:18:55.633751,14,122.04,S049,0.29,E-commerce,2
T03793,P0453,2023-11-16 23:18:55.633751,9,267.25,S042,0.28,Wholesale,3
T03794,P0864,2024-08-06 23:18:55.633751,7,408.88,S043,0.2,E-commerce,3
T03795,P0968,2024-03-10 23:18:55.633751,10,28.41,S001,0.3,E-commerce,6
T03796,P0074,2023-11-29 23:18:55.633751,14,81.23,S006,0.17,E-commerce,2
T03797,P0976,2024-04-13 23:18:55.633751,18,131.54,S037,0.17,E-commerce,1
T03798,P0465,2023-11-09 23:18:55.633751,6,468.82,S014,0.09,Retail,3
T03799,P0399,2024-04-19 23:18:55.633751,5,185.3,S043,0.13,Retail,4
T03800,P0197,2024-10-04 23:18:55.633751,10,480.25,S025,0.19,Retail,1
T03801,P0987,2023-11-18 23:18:55.633751,6,207.18,S027,0.02,Wholesale,6
T03802,P0924,2023-11-03 23:18:55.633751,14,360.47,S006,0.21,E-commerce,8
T03803,P0495,2023-11-15 23:18:55.633751,19,237.27,S041,0.24,Wholesale,6
T03804,P0659,2024-10-13 23:18:55.633751,1,189.4,S014,0.19,Wholesale,5
T03805,P0444,2024-09-16 23:18:55.633751,12,188.63,S022,0.11,Wholesale,6
T03806,P0649,2024-04-04 23:18:55.633751,10,171.56,S025,0.09,E-commerce,9
T03807,P0314,2024-01-12 23:18:55.633751,5,208.1,S050,0.11,E-commerce,7
T03808,P0140,2024-07-16 23:18:55.633751,18,84.85,S033,0.09,E-commerce,6
T03809,P0854,2024-06-06 23:18:55.633751,10,182.83,S048,0.2,Retail,1
T03810,P0038,2024-08-08 23:18:55.633751,19,175.61,S029,0.2,E-commerce,1
T03811,P0925,2024-02-28 23:18:55.633751,15,14.02,S048,0.07,E-commerce,9
T03812,P0725,2024-02-25 23:18:55.633751,4,145.43,S047,0.28,Wholesale,2
T03813,P0649,2024-08-07 23:18:55.633751,6,217.82,S047,0.07,Retail,3
T03814,P0543,2024-06-12 23:18:55.633751,10,139.16,S029,0.19,E-commerce,4
T03815,P0915,2024-02-09 23:18:55.633751,12,392.39,S007,0.18,Wholesale,4
T03816,P0359,2024-06-26 23:18:55.633751,3,263.57,S037,0.03,Wholesale,9
T03817,P0167,2024-09-23 23:18:55.633751,12,169.18,S039,0.1,Wholesale,8
T03818,P0858,2024-01-04 23:18:55.633751,3,273.28,S037,0.07,Retail,2
T03819,P0276,2024-02-13 23:18:55.633751,5,195.5,S021,0.16,Retail,4
T03820,P0155,2024-01-30 23:18:55.633751,2,167.83,S050,0.05,Retail,6
T03821,P0613,2024-09-26 23:18:55.633751,18,345.18,S010,0.1,Retail,4
T03822,P0962,2024-04-29 23:18:55.633751,3,203.14,S023,0.15,E-commerce,3
T03823,P0834,2024-09-10 23:18:55.633751,2,378.2,S037,0.07,Retail,4
T03824,P0606,2024-05-18 23:18:55.633751,18,109.96,S029,0.01,E-commerce,7
T03825,P0682,2024-07-04 23:18:55.633751,19,151.35,S014,0.05,Wholesale,6
T03826,P0558,2024-10-17 23:18:55.633751,6,74.17,S026,0.09,Wholesale,1
T03827,P0171,2024-05-10 23:18:55.633751,1,352.41,S018,0.18,Wholesale,8
T03828,P0771,2024-04-28 23:18:55.633751,3,305.49,S024,0.13,E-commerce,1
T03829,P0633,2024-01-21 23:18:55.633751,5,293.26,S045,0.04,Wholesale,1
T03830,P0847,2024-08-08 23:18:55.633751,7,467.95,S047,0.3,Retail,9
T03831,P0963,2024-08-02 23:18:55.633751,10,252.5,S047,0.27,E-commerce,9
T03832,P0419,2024-06-10 23:18:55.633751,13,21.91,S024,0.01,Wholesale,1
T03833,P0004,2024-03-19 23:18:55.633751,19,108.0,S015,0.06,Wholesale,8
T03834,P0014,2023-12-29 23:18:55.633751,4,164.25,S019,0.23,Retail,3
T03835,P0059,2023-12-04 23:18:55.633751,16,152.9,S037,0.29,E-commerce,4
T03836,P0605,2024-06-24 23:18:55.633751,8,328.0,S041,0.3,Retail,4
T03837,P0623,2023-11-01 23:18:55.633751,3,383.44,S043,0.17,Wholesale,1
T03838,P0357,2024-08-04 23:18:55.633751,3,423.34,S009,0.05,Wholesale,3
T03839,P0667,2024-03-03 23:18:55.633751,14,68.29,S010,0.08,E-commerce,1
T03840,P0378,2024-09-18 23:18:55.633751,2,77.17,S031,0.28,Retail,4
T03841,P0456,2024-02-19 23:18:55.633751,5,313.53,S023,0.24,Retail,7
T03842,P0981,2024-06-09 23:18:55.633751,18,346.15,S030,0.07,Wholesale,3
T03843,P0272,2023-11-06 23:18:55.633751,8,404.38,S013,0.18,Wholesale,8
T03844,P0369,2024-01-17 23:18:55.633751,18,34.55,S024,0.08,E-commerce,2
T03845,P0163,2023-11-03 23:18:55.633751,13,56.23,S013,0.02,Wholesale,3
T03846,P0533,2023-12-21 23:18:55.633751,1,407.08,S002,0.14,E-commerce,5
T03847,P0174,2024-04-21 23:18:55.633751,12,491.07,S036,0.05,E-commerce,9
T03848,P0560,2024-02-15 23:18:55.633751,17,495.13,S040,0.16,E-commerce,4
T03849,P0141,2023-11-05 23:18:55.633751,13,302.6,S007,0.25,Retail,7
T03850,P0648,2024-09-08 23:18:55.633751,12,110.47,S035,0.15,E-commerce,9
T03851,P0999,2024-10-18 23:18:55.633751,8,21.94,S014,0.21,Wholesale,9
T03852,P0654,2024-03-10 23:18:55.633751,13,408.39,S013,0.06,Retail,7
T03853,P0623,2024-03-02 23:18:55.633751,1,428.51,S008,0.29,Wholesale,2
T03854,P0645,2024-08-01 23:18:55.633751,9,370.3,S021,0.12,E-commerce,7
T03855,P0047,2024-02-23 23:18:55.633751,14,228.35,S016,0.07,Retail,7
T03856,P0055,2024-03-04 23:18:55.633751,1,20.0,S018,0.06,E-commerce,1
T03857,P0501,2024-08-31 23:18:55.633751,9,372.98,S030,0.23,Wholesale,5
T03858,P0105,2023-11-11 23:18:55.633751,3,413.71,S037,0.16,Retail,1
T03859,P0462,2024-09-30 23:18:55.633751,13,362.55,S045,0.26,E-commerce,3
T03860,P0314,2024-10-04 23:18:55.633751,7,88.62,S005,0.23,Retail,7
T03861,P0060,2024-09-17 23:18:55.633751,16,282.99,S045,0.03,E-commerce,8
T03862,P0509,2024-01-21 23:18:55.633751,15,79.62,S033,0.01,E-commerce,6
T03863,P0279,2023-11-06 23:18:55.633751,1,117.59,S045,0.28,E-commerce,1
T03864,P0088,2024-09-20 23:18:55.633751,2,124.11,S050,0.0,E-commerce,1
T03865,P0449,2023-11-23 23:18:55.633751,15,439.57,S017,0.25,Retail,3
T03866,P0108,2024-05-25 23:18:55.633751,5,190.93,S042,0.26,E-commerce,2
T03867,P0112,2023-11-30 23:18:55.633751,18,290.62,S003,0.26,Retail,7
T03868,P0187,2024-04-07 23:18:55.633751,5,182.87,S023,0.26,Wholesale,5
T03869,P0502,2024-03-13 23:18:55.633751,14,160.09,S041,0.27,E-commerce,1
T03870,P0122,2023-11-18 23:18:55.633751,16,273.46,S009,0.01,E-commerce,3
T03871,P0374,2024-01-18 23:18:55.633751,15,290.94,S031,0.24,E-commerce,8
T03872,P0418,2024-05-19 23:18:55.633751,16,34.49,S031,0.28,E-commerce,7
T03873,P0316,2024-10-22 23:18:55.633751,17,106.0,S036,0.07,Wholesale,4
T03874,P0024,2024-05-24 23:18:55.633751,5,259.84,S027,0.22,E-commerce,7
T03875,P0430,2024-01-25 23:18:55.633751,9,82.0,S002,0.06,Wholesale,4
T03876,P0645,2023-11-10 23:18:55.633751,15,306.05,S001,0.21,Retail,6
T03877,P0965,2024-03-29 23:18:55.633751,5,324.05,S017,0.05,E-commerce,3
T03878,P0725,2024-05-18 23:18:55.633751,11,397.55,S045,0.22,Wholesale,9
T03879,P0514,2024-08-24 23:18:55.633751,11,217.92,S007,0.03,Wholesale,3
T03880,P0581,2024-01-11 23:18:55.633751,16,286.9,S027,0.17,Retail,4
T03881,P0893,2024-05-05 23:18:55.633751,4,474.57,S049,0.2,Retail,4
T03882,P0207,2024-02-26 23:18:55.633751,17,438.68,S046,0.25,Retail,8
T03883,P0058,2023-11-15 23:18:55.633751,19,112.28,S027,0.27,Wholesale,4
T03884,P0565,2024-05-16 23:18:55.633751,9,232.21,S032,0.04,Retail,3
T03885,P0974,2024-04-07 23:18:55.633751,14,190.67,S050,0.04,Retail,8
T03886,P0486,2024-01-25 23:18:55.633751,19,41.18,S020,0.04,E-commerce,9
T03887,P0739,2024-07-09 23:18:55.633751,12,268.91,S006,0.04,E-commerce,6
T03888,P0842,2023-11-30 23:18:55.633751,8,44.68,S039,0.21,Retail,1
T03889,P0251,2024-05-11 23:18:55.633751,13,230.03,S018,0.09,Wholesale,5
T03890,P0015,2023-12-23 23:18:55.633751,3,9.05,S030,0.07,Wholesale,1
T03891,P0269,2024-03-05 23:18:55.633751,13,461.97,S001,0.1,Retail,9
T03892,P0066,2024-08-24 23:18:55.633751,6,357.8,S017,0.19,E-commerce,7
T03893,P0793,2024-03-18 23:18:55.633751,15,447.09,S011,0.07,Wholesale,4
T03894,P0118,2024-08-25 23:18:55.633751,2,209.88,S024,0.02,Retail,3
T03895,P0236,2024-03-07 23:18:55.633751,9,424.36,S044,0.07,Wholesale,2
T03896,P0233,2024-07-15 23:18:55.633751,4,379.77,S042,0.12,E-commerce,1
T03897,P0308,2024-01-07 23:18:55.633751,2,200.66,S003,0.17,Wholesale,8
T03898,P0940,2024-06-10 23:18:55.633751,3,387.25,S008,0.12,Wholesale,9
T03899,P0813,2024-07-26 23:18:55.633751,12,424.09,S009,0.08,Wholesale,8
T03900,P0117,2023-12-28 23:18:55.633751,10,40.5,S001,0.13,Wholesale,5
T03901,P0999,2024-02-10 23:18:55.633751,14,336.56,S008,0.24,E-commerce,5
T03902,P0414,2024-08-12 23:18:55.633751,10,402.05,S012,0.16,Wholesale,2
T03903,P0359,2023-12-07 23:18:55.633751,17,166.61,S003,0.14,Wholesale,9
T03904,P0780,2024-09-17 23:18:55.633751,6,485.18,S047,0.28,Wholesale,1
T03905,P0548,2023-12-03 23:18:55.633751,8,376.52,S009,0.19,E-commerce,9
T03906,P0338,2024-10-03 23:18:55.633751,15,385.39,S017,0.03,E-commerce,9
T03907,P0155,2024-08-31 23:18:55.633751,11,155.37,S038,0.09,Retail,5
T03908,P0901,2024-01-27 23:18:55.633751,7,125.26,S039,0.1,E-commerce,6
T03909,P0313,2024-03-05 23:18:55.633751,1,301.05,S016,0.19,E-commerce,7
T03910,P0919,2023-10-30 23:18:55.633751,4,445.45,S023,0.29,Retail,8
T03911,P0279,2024-06-13 23:18:55.633751,13,140.77,S031,0.13,E-commerce,8
T03912,P0950,2024-02-02 23:18:55.633751,2,60.06,S003,0.15,Wholesale,4
T03913,P0369,2024-02-16 23:18:55.633751,3,61.39,S028,0.07,Wholesale,3
T03914,P0356,2024-05-06 23:18:55.633751,9,38.05,S034,0.26,E-commerce,5
T03915,P0344,2024-01-06 23:18:55.633751,13,289.73,S045,0.22,E-commerce,7
T03916,P0043,2023-12-16 23:18:55.633751,8,183.31,S034,0.26,Wholesale,9
T03917,P0147,2024-04-11 23:18:55.633751,17,354.17,S049,0.25,Wholesale,3
T03918,P0552,2024-06-15 23:18:55.633751,6,48.48,S021,0.07,Retail,4
T03919,P0786,2024-04-11 23:18:55.633751,5,425.02,S037,0.12,Retail,4
T03920,P0092,2024-06-19 23:18:55.633751,1,102.02,S045,0.09,Retail,8
T03921,P0876,2024-09-26 23:18:55.633751,1,405.38,S048,0.06,E-commerce,2
T03922,P0196,2024-05-17 23:18:55.633751,19,133.84,S002,0.3,Wholesale,6
T03923,P0956,2024-04-15 23:18:55.633751,11,13.81,S030,0.25,Retail,1
T03924,P0640,2024-09-09 23:18:55.633751,12,352.16,S008,0.15,E-commerce,2
T03925,P0051,2024-07-06 23:18:55.633751,16,159.98,S006,0.18,Wholesale,1
T03926,P0767,2024-05-20 23:18:55.633751,8,382.57,S008,0.06,Wholesale,4
T03927,P0711,2024-03-12 23:18:55.633751,8,435.23,S021,0.0,E-commerce,9
T03928,P0461,2024-04-03 23:18:55.633751,18,468.91,S027,0.01,Wholesale,1
T03929,P0124,2024-02-07 23:18:55.633751,17,57.48,S011,0.02,Wholesale,2
T03930,P0999,2024-06-20 23:18:55.633751,4,70.6,S021,0.16,E-commerce,7
T03931,P0945,2024-10-25 23:18:55.633751,5,469.73,S024,0.21,E-commerce,3
T03932,P0715,2024-01-07 23:18:55.633751,17,52.51,S005,0.08,Retail,1
T03933,P0861,2024-03-24 23:18:55.633751,14,269.21,S025,0.04,Wholesale,1
T03934,P0466,2024-03-07 23:18:55.633751,6,52.72,S033,0.11,Wholesale,4
T03935,P0208,2024-03-15 23:18:55.633751,7,79.37,S047,0.16,Wholesale,9
T03936,P0293,2023-11-19 23:18:55.633751,6,206.76,S014,0.28,Retail,3
T03937,P0115,2024-06-02 23:18:55.633751,16,179.25,S022,0.14,E-commerce,5
T03938,P0207,2024-08-05 23:18:55.633751,5,364.89,S039,0.28,Retail,6
T03939,P0202,2023-12-30 23:18:55.633751,14,265.24,S005,0.24,E-commerce,6
T03940,P0394,2024-06-26 23:18:55.633751,16,249.28,S011,0.05,Retail,8
T03941,P0127,2023-12-11 23:18:55.633751,12,26.42,S003,0.02,E-commerce,5
T03942,P0354,2024-04-01 23:18:55.633751,18,498.78,S022,0.02,Retail,4
T03943,P0462,2023-11-17 23:18:55.633751,8,316.82,S013,0.25,Wholesale,7
T03944,P0554,2024-10-22 23:18:55.633751,10,157.47,S027,0.27,E-commerce,3
T03945,P0051,2024-10-24 23:18:55.633751,9,230.96,S035,0.2,Wholesale,2
T03946,P0477,2024-02-29 23:18:55.633751,8,203.61,S015,0.28,Retail,8
T03947,P0408,2024-03-08 23:18:55.633751,1,99.19,S048,0.24,Wholesale,5
T03948,P0499,2024-04-03 23:18:55.633751,16,328.45,S041,0.04,Wholesale,8
T03949,P0144,2024-01-19 23:18:55.633751,17,428.15,S031,0.14,E-commerce,7
T03950,P0762,2024-03-07 23:18:55.633751,16,402.62,S044,0.12,E-commerce,5
T03951,P0926,2023-11-28 23:18:55.633751,1,462.7,S028,0.28,E-commerce,7
T03952,P0878,2024-07-02 23:18:55.633751,15,112.55,S016,0.03,Wholesale,9
T03953,P0592,2024-04-11 23:18:55.633751,18,414.25,S006,0.26,E-commerce,3
T03954,P0786,2024-05-11 23:18:55.633751,8,461.56,S019,0.21,E-commerce,6
T03955,P0153,2023-11-01 23:18:55.633751,13,433.92,S034,0.2,Retail,2
T03956,P0216,2024-10-15 23:18:55.633751,2,263.92,S012,0.08,E-commerce,3
T03957,P0593,2024-04-26 23:18:55.633751,15,215.63,S025,0.05,Wholesale,5
T03958,P0501,2024-04-19 23:18:55.633751,16,33.01,S025,0.09,E-commerce,2
T03959,P0018,2024-04-17 23:18:55.633751,2,493.92,S019,0.15,Wholesale,2
T03960,P0334,2024-01-05 23:18:55.633751,18,455.53,S044,0.25,E-commerce,9
T03961,P0025,2024-06-29 23:18:55.633751,17,462.67,S012,0.13,E-commerce,6
T03962,P0343,2024-05-11 23:18:55.633751,2,202.93,S003,0.26,E-commerce,9
T03963,P0519,2024-05-30 23:18:55.633751,4,137.77,S011,0.2,E-commerce,7
T03964,P0962,2023-11-16 23:18:55.633751,3,253.65,S050,0.16,Wholesale,7
T03965,P0151,2024-04-07 23:18:55.633751,5,107.75,S021,0.03,E-commerce,3
T03966,P0656,2024-01-28 23:18:55.633751,6,216.44,S039,0.17,Retail,8
T03967,P0983,2024-02-21 23:18:55.633751,18,147.62,S038,0.12,Wholesale,3
T03968,P0414,2024-03-24 23:18:55.633751,8,44.29,S049,0.16,E-commerce,7
T03969,P0629,2024-01-10 23:18:55.633751,4,281.89,S041,0.02,E-commerce,6
T03970,P0515,2023-12-10 23:18:55.633751,7,109.1,S025,0.05,Retail,6
T03971,P0286,2024-07-12 23:18:55.633751,7,145.67,S006,0.17,Retail,1
T03972,P0610,2023-12-04 23:18:55.633751,17,9.59,S043,0.29,Retail,1
T03973,P0296,2024-08-14 23:18:55.633751,16,302.77,S037,0.24,E-commerce,7
T03974,P0084,2024-02-09 23:18:55.633751,11,465.47,S013,0.09,Retail,9
T03975,P0257,2023-12-17 23:18:55.633751,9,6.8,S011,0.05,Retail,1
T03976,P0092,2024-10-25 23:18:55.633751,2,26.7,S024,0.15,Wholesale,1
T03977,P0334,2024-10-10 23:18:55.633751,4,217.76,S036,0.06,E-commerce,1
T03978,P0875,2024-08-02 23:18:55.633751,17,402.96,S042,0.27,Wholesale,1
T03979,P0114,2024-10-05 23:18:55.633751,18,263.93,S007,0.13,Wholesale,6
T03980,P0018,2023-12-03 23:18:55.633751,7,188.44,S014,0.2,Retail,7
T03981,P0129,2024-04-23 23:18:55.633751,1,27.23,S026,0.08,E-commerce,2
T03982,P0056,2024-09-21 23:18:55.633751,14,269.02,S050,0.15,Wholesale,8
T03983,P0730,2024-06-08 23:18:55.633751,15,27.5,S027,0.29,Wholesale,8
T03984,P0626,2024-09-25 23:18:55.633751,12,258.59,S038,0.27,Retail,6
T03985,P0684,2024-05-17 23:18:55.633751,8,118.3,S010,0.08,E-commerce,2
T03986,P0524,2023-12-12 23:18:55.633751,1,308.69,S021,0.16,E-commerce,8
T03987,P0930,2024-05-13 23:18:55.633751,2,48.75,S037,0.19,Retail,7
T03988,P0461,2024-05-22 23:18:55.633751,14,282.07,S019,0.12,Wholesale,3
T03989,P0026,2024-08-26 23:18:55.633751,5,394.84,S026,0.07,Wholesale,3
T03990,P0881,2024-06-15 23:18:55.633751,16,135.2,S006,0.15,E-commerce,1
T03991,P0710,2023-12-06 23:18:55.633751,17,169.56,S045,0.26,Retail,5
T03992,P0762,2024-10-22 23:18:55.633751,8,132.74,S001,0.22,E-commerce,3
T03993,P0764,2024-09-27 23:18:55.633751,5,121.01,S009,0.05,Wholesale,4
T03994,P0237,2024-03-18 23:18:55.633751,11,253.7,S043,0.12,Retail,5
T03995,P0233,2023-11-10 23:18:55.633751,19,162.52,S032,0.08,Retail,6
T03996,P0317,2024-09-23 23:18:55.633751,8,41.24,S014,0.19,Wholesale,8
T03997,P0984,2024-05-04 23:18:55.633751,5,369.78,S019,0.15,Wholesale,6
T03998,P0792,2023-12-15 23:18:55.633751,3,317.72,S043,0.19,Retail,4
T03999,P0756,2023-12-14 23:18:55.633751,8,82.47,S024,0.17,E-commerce,7
T04000,P0897,2024-08-09 23:18:55.633751,16,198.41,S021,0.18,Retail,2
T04001,P0547,2023-11-05 23:18:55.633751,4,180.7,S045,0.2,E-commerce,8
T04002,P0303,2024-03-08 23:18:55.633751,17,163.24,S031,0.12,E-commerce,2
T04003,P0839,2024-05-04 23:18:55.633751,4,372.11,S023,0.3,Wholesale,5
T04004,P0382,2024-01-28 23:18:55.633751,17,185.41,S043,0.28,Wholesale,6
T04005,P0359,2023-11-09 23:18:55.633751,14,50.16,S034,0.15,Wholesale,6
T04006,P0009,2024-05-24 23:18:55.633751,6,365.88,S030,0.24,E-commerce,1
T04007,P0448,2023-12-18 23:18:55.633751,18,467.87,S022,0.27,E-commerce,4
T04008,P0451,2023-11-04 23:18:55.633751,19,480.47,S013,0.26,Retail,9
T04009,P0550,2024-08-28 23:18:55.633751,17,263.11,S016,0.3,E-commerce,2
T04010,P0858,2024-06-28 23:18:55.633751,4,40.33,S021,0.28,Retail,6
T04011,P0884,2024-08-29 23:18:55.633751,12,179.16,S012,0.2,Wholesale,1
T04012,P0765,2024-10-18 23:18:55.633751,7,276.36,S032,0.03,E-commerce,4
T04013,P0937,2024-06-18 23:18:55.633751,12,335.25,S022,0.16,E-commerce,2
T04014,P0911,2024-04-18 23:18:55.633751,11,206.56,S032,0.28,Wholesale,3
T04015,P0441,2024-05-17 23:18:55.633751,13,203.26,S043,0.17,E-commerce,8
T04016,P0307,2024-03-16 23:18:55.633751,7,86.97,S031,0.06,Retail,9
T04017,P0134,2024-09-29 23:18:55.633751,17,361.04,S044,0.15,Retail,3
T04018,P0011,2024-10-08 23:18:55.633751,7,154.71,S048,0.01,E-commerce,6
T04019,P0093,2023-11-28 23:18:55.633751,16,81.72,S025,0.14,E-commerce,2
T04020,P0254,2024-02-04 23:18:55.633751,3,179.46,S047,0.1,Retail,8
T04021,P0063,2024-10-08 23:18:55.633751,3,145.23,S008,0.25,Wholesale,6
T04022,P0035,2024-05-11 23:18:55.633751,17,137.16,S025,0.03,E-commerce,9
T04023,P0663,2023-11-17 23:18:55.633751,1,410.41,S029,0.04,E-commerce,5
T04024,P0438,2024-08-30 23:18:55.633751,16,448.6,S041,0.07,Retail,9
T04025,P0765,2024-05-01 23:18:55.633751,16,183.7,S014,0.23,Wholesale,9
T04026,P0074,2024-03-30 23:18:55.633751,5,411.1,S025,0.14,Retail,8
T04027,P0891,2023-11-27 23:18:55.633751,8,130.62,S017,0.23,Wholesale,1
T04028,P0451,2023-11-21 23:18:55.633751,6,474.26,S025,0.27,Retail,5
T04029,P0601,2024-08-16 23:18:55.633751,2,428.71,S021,0.03,Wholesale,6
T04030,P0913,2024-06-15 23:18:55.633751,8,259.15,S011,0.29,Retail,1
T04031,P0763,2024-01-19 23:18:55.633751,5,186.21,S038,0.28,Retail,8
T04032,P0729,2024-06-24 23:18:55.633751,11,245.02,S016,0.21,Retail,8
T04033,P0494,2024-04-21 23:18:55.633751,14,244.16,S014,0.17,E-commerce,2
T04034,P0325,2024-02-20 23:18:55.633751,8,433.8,S016,0.09,Wholesale,7
T04035,P0542,2024-01-20 23:18:55.633751,6,257.28,S006,0.25,Retail,7
T04036,P0571,2024-04-17 23:18:55.633751,14,221.83,S009,0.06,Retail,6
T04037,P0555,2024-01-21 23:18:55.633751,6,93.98,S049,0.21,E-commerce,8
T04038,P0485,2024-06-08 23:18:55.633751,14,307.94,S030,0.09,Wholesale,5
T04039,P0327,2024-01-25 23:18:55.633751,18,162.53,S048,0.12,Wholesale,3
T04040,P0344,2024-07-13 23:18:55.633751,11,119.77,S026,0.23,E-commerce,8
T04041,P0507,2024-10-12 23:18:55.633751,14,427.34,S045,0.05,Retail,1
T04042,P0033,2024-05-20 23:18:55.633751,2,282.47,S027,0.2,Wholesale,8
T04043,P0977,2024-05-30 23:18:55.633751,15,193.52,S005,0.02,E-commerce,1
T04044,P0567,2023-11-18 23:18:55.633751,19,337.18,S038,0.14,Retail,8
T04045,P0420,2024-06-19 23:18:55.633751,5,105.33,S022,0.26,E-commerce,9
T04046,P0550,2024-03-28 23:18:55.633751,19,400.3,S020,0.1,Wholesale,6
T04047,P0885,2024-09-29 23:18:55.633751,14,104.79,S012,0.12,Wholesale,5
T04048,P0270,2024-04-05 23:18:55.633751,19,278.84,S012,0.16,E-commerce,7
T04049,P0722,2024-05-15 23:18:55.633751,3,494.43,S017,0.23,Retail,3
T04050,P0832,2024-03-24 23:18:55.633751,1,69.49,S012,0.1,E-commerce,2
